date,title,source,media_name,ideology,Congress
27/12/2021,"Joe Biden Has Made No Effort To Unify This Country; Kamala Messes Up Yet Another Interview; Maskless Woman Punches, Scratches And Spits On Man After He Removed Mask To Eat; Interview With Sen. Ron Johnson (R-WI); WaPo Casually Pushes Vasectomies On Its Readers; U.S.A. Swimming Official Quits In Protest Over UPenn's Transathlete Controversy; Marines Fired As China Ramps Up Its War Machine",C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Joe Biden Has Made No Effort To Unify This Country; Kamala Messes Up Yet Another Interview; Maskless.docx,Fox News,right,117th
08/04/2021,"Joe Biden: No Amendment Is Absolute; Biden's Unconstitutional Gun Grab; Biden Targets the Second Amendment; Gov. Ron DeSantis is Just the Latest Victim of Cancel Culture After YouTube Take Down His Post About Children Don't Need to Wear Masks; President Biden Wants to Pass His Huge Infrastructure Bill But Only 6 Percent of it Goes to Real Infrastructure While The Rest Has Nothing to do With Building Roads and Bridges; The Village Theatre in Washington State Puts in Their Application Form for Artists Who Wants to Apply on How They Would Disrupt the Toxic Whiteness of the Musical Theater Genre, But Then They Deleted it After They're Being Called Out",C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Joe Biden_ No Amendment Is Absolute; Biden's Unconstitutional Gun Grab; Biden Targets the Second Ame.docx,Fox News,right,117th
03/04/2021,Joe Biden's Border Crisis; Florida Governor Ron DeSantis Rejects Vaccine Passports; Outrage Over AOC's Latest Comments; Push To Recall California Governor Newsom,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Joe Biden's Border Crisis; Florida Governor Ron DeSantis Rejects Vaccine Passports; Outrage Over AOC.docx,Fox News,right,117th
03/04/2021,Joe Biden's Border Facility Over Capacity By 700 Percent; Democrats And Media Downplay Border Crisis; San Diego Giving In-Person Lessons To Migrant Kids; Interview With Rep. Darrell Issa (R-CA); Liberal Policies Wreaking Havoc On Police; Battle Rages Over Vaccine Passports; Woke Democrats Attacking Each Other,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Joe Biden's Border Facility Over Capacity By 700 Percent; Democrats And Media Downplay Border Crisis.docx,Fox News,right,117th
11/03/2021,Joe Manchin and Stacey Abrams Can Meet on Common Ground,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Joe Manchin and Stacey Abrams Can Meet on Common Ground.docx,The New York Times,left,117th
18/09/2021,Joe Manchin Got the Voting Bill He Wanted. Time to Pass It.; The Editorial Board,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Joe Manchin Got the Voting Bill He Wanted. Time to Pass It. The Editorial Board.docx,The New York Times,left,117th
17/07/2019,John Paul Stevens Dissented Until the End,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/John Paul Stevens Dissented Until the End(2).docx,The New York Times,left,116th
18/07/2019,John Paul Stevens Dissented Until the End,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/John Paul Stevens Dissented Until the End.docx,The New York Times,left,116th
25/06/2021,Justice Dept. Sues Georgia Over Voting Restrictions Law,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Justice Dept. Sues Georgia Over Voting Restrictions Law.docx,The New York Times,left,117th
01/03/2021,Justices debate voting-rights limits; Decision may have wider implications for elections,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Justices debate voting-rights limits Decision may have wider implications for elections.docx,USA Today,left,117th
08/11/2020,"Ken Starr On Accepting Ballots After Election Day, The Constitution And State Of The 2020 Elections; Hans von Spakovsky Discusses Mail-In Voting Irregularities, Lawsuits Filed By The Trump Campaign And The Constitution's Voting Law Authority","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Ken Starr On Accepting Ballots After Election Day, The Constitution And State Of The 2020 Elections;.docx",Fox News,right,116th
11/11/2019,Kentucky Vote Drew Out Trolls In 2020 Omen,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Kentucky Vote Drew Out Trolls In 2020 Omen.docx,The New York Times,left,116th
04/11/2020,Key Battlegrounds Are Still Too Close To Call,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Key Battlegrounds Are Still Too Close To Call.docx,Fox News,right,116th
03/01/2021,Knocking On Two Million Doors,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Knocking On Two Million Doors.docx,The New York Times,left,117th
22/11/2021,Lawlessness A Feature In Liberal' Cities; Waukesha Suspect Should Never Have Been Out Of Jail; The Continued Degradation Of Our Culture; American Decline Under Biden Was Predictable; Milwaukee DA Puts Politics Above Public Safety; Radical Dems Want To Abolish Prisons; Gov Christie Goes One-On-One With Laura; Far-Left Dems Emboldening Criminals Across Country; Former New Jersey Governor And Republican Presidential Candidate Chris Christie Interviewed On Path Forward For Republican Party; Man In Kenosha Same Night At Kyle Rittenhouse Interviewed On His Reasons For Going To Protests While Armed; Significance Of Kyle Rittenhouse Trail Verdict Examined; Rep. Ronny Jackson (R-TX) Interviewed On Why President Biden Underwent Physical Without Cognitive Test,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Lawlessness A Feature In Liberal' Cities; Waukesha Suspect Should Never Have Been Out Of Jail; The C.docx,Fox News,right,117th
05/10/2020,Lawmaker Threatened After False Ad by G.O.P. Stirs QAnon Supporters,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Lawmaker Threatened After False Ad by G.O.P. Stirs QAnon Supporters.docx,The New York Times,left,116th
26/05/2020,Lawmakers And Media Scold Americans For Leaving The House On Memorial Day; Democrats Want To Remove All Barriers To Mail-In Voting; College Students Ask For Foreign Workers Pause; SpaceX Will Attempt To Send Two NASA Astronauts To International Space Station; Shocking Video Of Abuse At Detroit Nursing Home; NY Business Owner Defying Orders And Reopening,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Lawmakers And Media Scold Americans For Leaving The House On Memorial Day; Democrats Want To Remove.docx,Fox News,right,116th
17/06/2021,"Leaked Audio Shows Democrats' Plan To Change America; Democrat's Plan To Radically Transform America; Trump's Influence Over The Republican Party; Wild Video Shows Fight Break Out Over Masks; Democrats Push For Decriminalization Of All Drugs; Interview With Rep. Elise Stefanik (R-NY); George P. Bush Says He Supports The Goal Of Texas Governor Greg Abbott To Generate Funds In Order To Continue The Trump Wall Aimed To Protect Texans From Illegal Immigrants That Are Pouring On The Southern Border; Victoria's Secret Replace Their Angels With Transgender People, Plus Size Women, And Social Justice Warriors Who Will Then Host A Podcast To Answer Questions",C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Leaked Audio Shows Democrats' Plan To Change America ; Democrat's Plan To Radically Transform Americ.docx,Fox News,right,117th
03/03/2021,LeBron James leads a charge to promote voting rights at the N.B.A. All-Star Game.,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/LeBron James leads a charge to promote voting rights at the N.B.A. All-Star Game.docx,The New York Times,left,117th
30/11/2021,"Left Freaks Out Over New COVID Variant; Democrats Push For Permanent Pandemic; Left Is Using COVID To Scare You Into Submission; CNN Suspends Chris Cuomo Indefinitely; Sen. Josh Hawley (R-MO) Weighs In To The Latest Announcement By Twitter Of How The Social Media Giant Changes Its Policies Under A New CEO, Parag Agrawal; Left And Right Robbery And Looting Is Surging In Cities Across America Especially In California, And Democrats Are Completely Silent About It; J.P. Morgan Chase CEO Jamie Dimon Takes Back His Words When He Made A Joke About American Banks To Last As Long As Chinese Communist Party Lasts; Rep. Alexandria Ocasio-Cortez Wrote A Book About Her Physical Appearance And Her Social Media Life; A State-Owned Broadcasting Company In Canada Came Up With A List Of Words That They Are Not Going To Use Anymore Like Dumb And Blindsided; A Lady Posted Her Well- Choreographed Fake Wedding Just To Get The Attention Of Her Ex But Her Strategy Didn't Work Out; A Survey Says That Sports Fanatics Do Believe In Superstitions When They're Watching Their Favorite Games",C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Left Freaks Out Over New COVID Variant; Democrats Push For Permanent Pandemic; Left Is Using COVID T.docx,Fox News,right,117th
25/03/2020,Left Pushing For National Lockdown; Left's Coronavirus Disinformation Campaign; Congress Nearing $2.1 Trillion Coronavirus Relief Deal; Democratic Playing Politics With Coronavirus Bill; New York Reeling As Coronavirus Spreads; Scientists Testing New Drugs And Therapies; One-On- One With U.S. Surgeon General; Hydroxychloroquine Showing Promise For Patients With Coronavirus; Coronavirus Patient: Hydroxychloroquine & Azithromycin Turned It All Around For Me; Doctor Using Hydroxychloroquine To treat Covid-19; Exposing The Left's Coronavirus Lies; Media Criticism Of President Trump's Press Conference During Pandemic Examined; Joe Biden Holds Video Press Conference On Coronavirus; Business Owner Discusses Effect Of Uncertainty On Business Shutdown Due To Coronavirus,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Left Pushing For National Lockdown; Left's Coronavirus Disinformation Campaign; Congress Nearing $2.docx,Fox News,right,116th
16/09/2019,Left Resurrects Kavanaugh Smear Campaign; Biden On Corn Pop: He Was A Really Bad Dude; The Gun Debate Continues; Ilhan Omar Defends Past 9/11 Controversial Comments; Tensions Rising In The Persian Gulf After An Alleged Iranian Attack On A Saudi Oil Facility; Netflix Just Released A Documentary Produced By Barack Obama's Film Company,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Left Resurrects Kavanaugh Smear Campaign; Biden On Corn Pop_ He Was A Really Bad Dude; The Gun Debat.docx,Fox News,right,116th
30/03/2021,Left Spreads Poisonous Lies About GA Voting Bill; Dems Claim GA Voting Law Bans Water & Food; Al Sharpton Urges Boycotts In Georgia; Joy Reid Lies About Georgia Voting Restrictions; Exposing Democrats' Corporate Bully Tactics; Teacher Berates Student For Not Acknowledging Race; COVID Doctors Attack Dr. Atlas During CNN Interview; Former COVID-19 Coordinator Dr. Deborah Birx States White House Staff Did Not Take Coronavirus Crisis Seriously; Former White House Chief Of Staff Mark Meadows Is Interviewed On Dr. Fauci's Comments On Pushing For COVID-19 Vaccine; Judge Reprimands Witness For Prosecution On Day Two Of Derek Chauvin Trial For Death of George Floyd; Police Called On Woman In Texas Church For Refusing To Wear Mask,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Left Spreads Poisonous Lies About GA Voting Bill; Dems Claim GA Voting Law Bans Water & Food; Al Sha.docx,Fox News,right,117th
18/05/2021,Left Tries To Distract From Disastrous Agenda; Schumer Threatens To Unfairly Smear Republicans; Dems Undermine FBI Capitol Riot Investigation; Dems Push Unncessary January 6th Commission; Left Using Capitol Riot To Radically Transform Military; The Real Terror Threat: McCarthy Briefed On Terror Suspects Caught At Border; Pentagon Denies It's Launching Program To Surveil Social Media Of Military Personnel; Biden Admin Waives Nord Stream 2 Sanctions; New Group Releases Ad Criticizes Corporations For Political Stances And Actions; Melinda Gates Reportedly Objected To Bill Gates' Ties With Jeffrey Epstein; Dr. Anthony Fauci Comments On Fully Vaccinated Americans Not Wearing Masks; Historian Criticizes Critical Race Theory And Its Influence And U.S. Education,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Left Tries To Distract From Disastrous Agenda; Schumer Threatens To Unfairly Smear Republicans; Dems.docx,Fox News,right,117th
16/03/2021,"Left Uses Public Shaming To Advance Agenda; Far-Left's Segregated Push Exposed; Biden Using Kids As Pawns To Ram Through Amnesty; Jury Selection Underway In Trial Of Police Officer Charged In Death Of George Floyd; CDC Director's Comments On Reopening Schools During Ongoing Coronavirus Pandemic Examined; Moderna Conducting Coronavirus Vaccine Trial On Children; ""Washington Post"" Retracts Story On Donald Trump's Call With Georgia Republican About Election Fraud",C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Left Uses Public Shaming To Advance Agenda; Far-Left's Segregated Push Exposed; Biden Using Kids As.docx,Fox News,right,117th
23/06/2021,Lessons from the Demise of a Voting Rights Bill,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Lessons from the Demise of a Voting Rights Bill.docx,The New York Times,left,117th
08/03/2021,'Let More People Vote': Biden Signs Executive Order to Ease Americans' Path to Polls,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/'Let More People Vote'_ Biden Signs Executive Order to Ease Americans' Path to Polls.docx,The New York Times,left,117th
22/09/2020,Life in an America Where Some Are Only â€˜Conditional Citizensâ€™; nonfiction,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Life in an America Where Some Are Only _Conditional Citizens_ nonfiction.docx,The New York Times,left,116th
